DR Number,Date Occurred,Time Occurred,latitude,longitude
120309804,2012-04-03,1545,34.0215,-118.2868
120312578,2012-05-14,1245,34.0112,-118.2827
120310535,2012-04-14,625,34.0322,-118.3002
120314959,2012-06-17,2110,34.0228,-118.3089
120311269,2012-04-23,1830,34.0237,-118.3089
120307675,2012-03-01,1010,34.0327,-118.309
120309672,2012-03-23,30,34.0067,-118.3515
120310727,2012-04-17,1145,33.9978,-118.3308
120312931,2012-05-19,215,34.0296,-118.2915
120313853,2012-06-01,1900,34.0325,-118.3566
120311570,2012-04-29,540,34.0303,-118.2864
120309704,2012-03-29,1845,34.0109,-118.3078
120310327,2012-03-11,1135,34.0328,-118.2915
120307999,2012-03-03,1445,34.0108,-118.3182
120310892,2012-04-19,1015,34.0284,-118.392
120309258,2012-03-26,2220,34.0155,-118.2959
120312872,2012-05-18,1200,34.0182,-118.3067
120308758,2012-03-07,1550,34.0256,-118.326
120314874,2012-06-17,110,34.0213,-118.3779
120313180,2012-05-22,1530,34.0109,-118.3002
120308284,2012-03-10,845,34.0381,-118.284
120310121,2012-04-08,1400,34.0155,-118.2959
120308765,2012-03-10,1640,34.0273,-118.3002
120308997,2012-03-21,1130,34.0256,-118.3395
120315606,2012-06-27,1400,34.0242,-118.2786
120310640,2012-04-16,725,34.0219,-118.3002
120310076,2012-04-06,1745,34.0183,-118.3089
120311872,2012-05-03,1215,34.0344,-118.3699
120312320,2012-05-10,925,34.0073,-118.298
120309319,2012-03-28,1410,34.0216,-118.3608
120314119,2012-06-03,1830,34.0108,-118.3182
120315041,2012-06-14,1330,34.0355,-118.2786
120314615,2012-06-12,1150,34.0109,-118.3132
120308553,2012-03-14,745,34.0037,-118.3002
120311071,2012-04-21,1200,34.0309,-118.2821
120314566,2012-06-11,2150,34.0212,-118.2805
120310993,2012-04-20,1235,34.0111,-118.3477
120315512,2012-06-25,340,34.0325,-118.3602
120315158,2012-06-21,2230,34.0306,-118.3241
120313098,2012-05-21,1930,34.0325,-118.3509
120312206,2012-05-08,1005,34.0363,-118.2803
120313441,2012-05-27,1255,34.0037,-118.3089
120309909,2012-04-05,115,34.0274,-118.2915
120311874,2012-05-03,1430,34.0101,-118.3341
120313107,2012-05-22,1150,34.0256,-118.3078
120310475,2012-04-11,735,34.0183,-118.3182
120310555,2012-04-10,1955,34.0326,-118.3471
120308686,2012-03-15,2030,34.0274,-118.2915
120315552,2012-06-25,2315,34.0203,-118.3452
120308556,2012-03-14,805,34.0305,-118.345
120309620,2012-03-31,1700,34.0312,-118.3351
120310482,2012-04-13,915,34.0256,-118.3177
120314146,2012-06-02,2215,34.0178,-118.3504
120313082,2012-05-22,810,34.0288,-118.3526
120312589,2012-05-14,1720,34.0282,-118.3133
120309206,2012-03-25,2250,34.0105,-118.3398
120309681,2012-04-01,1550,34.0274,-118.2915
120314487,2012-06-10,1540,33.9978,-118.3308
120314162,2012-06-05,1930,34.0251,-118.287
120311775,2012-04-30,2000,34.0183,-118.3556
120308858,2012-03-19,1720,34.0346,-118.2953
120311517,2012-04-27,1620,34.0291,-118.3002
120309662,2012-03-30,1700,34.0012,-118.3552
120311663,2012-04-30,1530,34.0291,-118.3089
120312747,2012-05-16,2220,34.0226,-118.3351
120313784,2012-05-31,2150,34.0178,-118.2811
120314963,2012-06-16,2055,34.0174,-118.3089
120310378,2012-04-05,1400,34.011,-118.3351
120310646,2012-04-16,10,34.0305,-118.2943
120313234,2012-05-24,1205,34.0256,-118.3293
120310208,2012-04-09,1950,34.0085,-118.3089
120309095,2012-03-23,1310,34.0327,-118.3113
120312115,2012-05-07,850,34.0256,-118.3405
120309714,2012-04-01,2105,34.0328,-118.2903
120314545,2012-06-11,1155,34.0038,-118.2816
120311325,2012-04-25,930,34.0274,-118.2915
120309371,2012-03-28,1925,34.0349,-118.3177
120311465,2012-04-27,1300,34.011,-118.3351
120310624,2012-04-16,135,34.0309,-118.2981
120314637,2012-06-13,55,34.0309,-118.3089
120313582,2012-05-29,1700,34.0183,-118.3403
120312380,2012-05-11,1015,34.0212,-118.3781
120310020,2012-03-06,1605,34.0042,-118.3319
120312885,2012-05-18,720,34.0349,-118.3046
120313182,2012-05-19,1300,34.011,-118.3351
120307994,2012-03-04,2050,34.0255,-118.2937
120300727,2012-03-03,1435,34.0295,-118.3351
120309703,2012-03-29,1900,34.025,-118.3551
120308767,2012-03-10,2310,34.0256,-118.3119
120308202,2012-03-09,230,34.0037,-118.3149
120309585,2012-03-31,835,34.0268,-118.3754
120314821,2012-06-16,400,34.0309,-118.2821
120300965,2012-05-26,240,34.0326,-118.3438
120309697,2012-03-16,1145,34.0182,-118.3349
120308943,2012-03-20,1740,34.0251,-118.278
120313415,2012-05-26,1445,34.0311,-118.2749
120315388,2012-06-22,800,34.0183,-118.3556
120310429,2012-04-12,1925,34.0109,-118.3078
120309901,2012-04-05,234,34.0282,-118.2749
120311438,2012-04-24,1245,34.0335,-118.2726
120314787,2012-06-14,1710,34.0278,-118.2915
120308145,2012-03-07,1630,34.0325,-118.3541
120310129,2012-04-07,2110,34.0056,-118.2827
120309920,2012-04-05,1330,34.0256,-118.3177
120312893,2012-05-18,2220,34.0291,-118.3089
120314086,2012-06-05,830,34.0099,-118.3138
120308601,2012-03-15,1400,34.0165,-118.3067
120307804,2012-03-02,1350,34.0129,-118.3555
120309752,2012-04-01,5,34.0246,-118.3047
120310172,2012-04-09,1215,34.0237,-118.3002
120312670,2012-05-15,1515,34.0055,-118.2937
120313156,2012-05-22,2230,34.0183,-118.3432
120311963,2012-05-04,1800,34.0256,-118.3305
120311372,2012-04-25,1350,34.0326,-118.3351
120309198,2012-03-25,1140,34.0199,-118.3349
120308742,2012-03-17,2300,34.0023,-118.3311
120313060,2012-05-20,1720,34.011,-118.3351
120315160,2012-06-20,2345,34.0297,-118.3523
120312406,2012-05-11,1510,34.0183,-118.3161
120313832,2012-06-01,750,34.0307,-118.2923
120314985,2012-06-18,1750,34.0256,-118.3156
120313971,2012-06-03,1950,34.0085,-118.3351
120308834,2012-03-19,1215,34.0212,-118.2805
120309872,2012-04-04,1810,34.0336,-118.3441
120310818,2012-04-18,1320,34.0265,-118.3177
120311193,2012-04-24,815,34.032,-118.3288
120312209,2012-05-06,1300,34.0215,-118.3516
120315116,2012-06-20,1050,34.0147,-118.3111
120314747,2012-06-14,1615,34.0055,-118.2915
120314611,2012-06-12,1230,34.0272,-118.3537
120309082,2012-03-23,540,34.0212,-118.2805
120307750,2012-03-02,300,34.0302,-118.3635
120308771,2012-03-14,1345,34.0128,-118.3089
120312088,2012-05-06,1945,34.0326,-118.3296
120313379,2012-05-25,1820,34.007,-118.2827
120310103,2012-04-08,410,34.021,-118.3002
120312495,2012-05-12,2300,34.0276,-118.3351
120313700,2012-05-26,955,34.0105,-118.3398
120313632,2012-05-30,650,34.0345,-118.3696
120308443,2012-03-12,1430,34.0294,-118.3429
120310598,2012-04-14,2035,34.0105,-118.3398
120311208,2012-04-23,1830,34.0072,-118.3373
120314418,2012-06-09,1140,34.0184,-118.2915
120314835,2012-06-07,950,34.0326,-118.3239
120312322,2012-05-10,1425,34.0037,-118.2871
120311766,2012-05-02,740,34.0272,-118.3537
120312254,2012-05-07,1955,34.0326,-118.3363
120313299,2012-05-20,1900,34.0091,-118.2915
120308927,2012-03-20,1000,34.0326,-118.335
120310891,2012-04-19,800,34.0286,-118.392
120315391,2012-06-24,1210,34.0328,-118.2915
120312138,2012-05-07,1415,34.0126,-118.3403
120311156,2012-04-23,1400,34.0073,-118.3193
120312460,2012-05-08,1600,34.0203,-118.3177
120307886,2012-03-03,2240,34.0251,-118.287
120310080,2012-04-07,2000,34.0073,-118.3108
120308020,2012-03-05,1940,34.0108,-118.3182
120309505,2012-03-29,1930,34.0106,-118.2827
120312299,2012-05-10,200,34.0232,-118.3701
120310994,2012-04-19,2250,34.0256,-118.3177
120309987,2012-04-03,205,34.0297,-118.3212
120315074,2012-06-19,1625,34.0054,-118.3338
120310135,2012-04-08,1855,34.0264,-118.2915
120314420,2012-06-09,650,34.0255,-118.3047
120312682,2012-03-15,1830,34.0109,-118.3002
120311381,2012-04-26,1245,34.0295,-118.3338
120312045,2012-05-05,1000,34.0328,-118.2903
120314748,2012-06-13,900,34.0156,-118.3089
120313997,2012-06-04,1000,34.0229,-118.3364
120310500,2012-04-13,1715,33.8948,-118.1628
120309179,2012-03-24,1525,34.0147,-118.3361
120312930,2012-05-19,255,34.0325,-118.3509
120308610,2012-03-15,1420,34.0241,-118.3351
120310275,2012-04-10,1430,34.0267,-118.2817
120308757,2012-03-04,1510,34.0228,-118.3089
120311879,2012-05-02,2215,34.0327,-118.3041
120315390,2012-06-24,850,34.0328,-118.2915
120308326,2012-03-11,1140,34.0328,-118.2959
120315289,2012-06-22,1515,34.0231,-118.2915
120308289,2012-03-10,1440,34.0037,-118.3181
120313175,2012-05-23,845,34.0,-118.3269
120315605,2012-06-27,810,34.0256,-118.3138
120311207,2012-04-20,1730,34.0072,-118.3373
120313121,2012-05-22,1600,34.0233,-118.3645
120307876,2012-03-03,1415,34.0303,-118.284
120308703,2012-03-17,900,34.0148,-118.35
120311454,2012-04-27,1630,34.0085,-118.3314
120310796,2012-04-18,1130,34.0326,-118.3284
120312651,2012-05-15,1135,34.0284,-118.358
120308821,2012-03-17,2350,34.0237,-118.3089
120315355,2012-06-23,345,34.0182,-118.2915
120308122,2012-03-07,1105,34.0217,-118.3723
120309807,2012-04-03,1400,34.015,-118.3416
120314391,2012-06-08,2130,34.0307,-118.3177
120308390,2012-03-12,1000,34.0309,-118.3177
120313672,2012-05-30,1815,34.0309,-118.3313
120311061,2012-04-21,2000,34.0294,-118.3429
120312176,2012-05-08,830,34.0216,-118.3571
120310986,2012-04-20,720,34.0121,-118.3002
120308781,2012-03-18,1800,34.0256,-118.3177
120312570,2012-05-14,1050,34.0037,-118.2896
120313497,2012-05-28,1400,34.0256,-118.3089
120309028,2012-03-22,1750,34.0001,-118.3181
120314928,2012-06-16,2247,34.0109,-118.2915
120313680,2012-05-30,2220,34.0091,-118.2915
120313326,2012-05-23,1850,34.0251,-118.287
120312428,2012-05-11,2225,34.0199,-118.3349
120308479,2012-03-12,1230,34.0124,-118.3378
120312979,2012-05-19,1950,34.0184,-118.2931
120311725,2012-05-01,1715,34.0097,-118.2827
120311569,2012-04-28,2355,34.0251,-118.287
120310976,2012-04-20,748,34.0109,-118.3067
120310379,2012-04-12,645,34.0326,-118.3284
120308899,2012-03-19,1,34.0068,-118.3295
120311132,2012-04-22,1530,34.0085,-118.3351
120315444,2012-06-25,2100,34.0325,-118.3602
120313463,2012-05-28,835,34.0255,-118.2959
120309421,2012-03-29,900,34.0256,-118.3119
120315020,2012-06-18,2030,34.0327,-118.3177
120314426,2012-06-09,1540,34.0176,-118.2827
120315518,2012-06-26,1230,34.0199,-118.3349
120314277,2012-06-07,950,34.0237,-118.284
120313100,2012-05-20,100,33.995,-118.3247
120309615,2012-03-31,1700,34.0082,-118.3002
120312061,2012-05-06,1610,34.0,-118.3308
120310538,2012-04-14,1005,34.0217,-118.3723
120313440,2012-05-27,300,34.0073,-118.2959
120308234,2012-03-09,1030,34.0042,-118.3326
120309670,2012-03-22,800,34.0327,-118.3101
120310478,2012-04-07,1600,34.0203,-118.3148
120308515,2012-03-13,1830,34.0325,-118.3573
120309249,2012-03-26,1740,34.0064,-118.3089
120311602,2012-04-29,2130,34.0183,-118.3442
120312873,2012-05-17,1750,34.0037,-118.3067
120313881,2012-05-31,1530,34.0255,-118.2915
120311445,2012-04-22,1530,34.0073,-118.2941
120311871,2012-05-02,1805,34.0183,-118.3556
120312955,2012-05-19,1400,34.0216,-118.3556
120308653,2012-03-15,1805,34.0051,-118.3002
120311365,2012-04-26,215,34.0109,-118.3045
120312798,2012-05-15,750,34.0267,-118.3721
120310635,2012-04-16,330,34.0326,-118.3416
120312940,2012-05-19,1625,34.0303,-118.284
120309317,2012-03-28,30,34.0326,-118.3405
120309631,2012-03-31,1845,34.0,-118.3308
120308578,2012-03-14,2005,34.0291,-118.3177
120308880,2012-03-17,2010,34.011,-118.3351
120310170,2012-04-08,935,34.0326,-118.335
120310483,2012-04-08,1125,34.0352,-118.284
120310348,2012-04-11,1045,34.0183,-118.3132
120313816,2012-06-01,1000,34.0109,-118.3132
120312452,2012-05-12,1145,34.0001,-118.3181
120310726,2012-04-17,930,34.0146,-118.3351
120309111,2012-03-24,445,34.0082,-118.3263
120313556,2012-05-29,815,34.0009,-118.359
120308074,2012-03-06,940,34.0126,-118.3403
120312511,2012-05-13,210,34.0325,-118.3519
120313205,2012-05-23,1910,34.0109,-118.2941
120309710,2012-04-01,900,34.0216,-118.3556
120300997,2012-06-03,930,34.0347,-118.309
120313750,2012-05-31,1600,34.02,-118.3002
120309986,2012-04-05,1400,34.0085,-118.3351
120300815,2012-03-24,110,34.0191,-118.319
120309094,2012-03-23,1610,34.0277,-118.276
120314123,2012-06-05,810,34.0109,-118.2959
120308761,2012-03-08,1450,34.0299,-118.3177
120314827,2012-06-16,1100,34.0129,-118.3555
120308973,2012-03-21,1150,34.0216,-118.3571
120307997,2012-03-03,1335,34.017,-118.3471
120307805,2012-03-02,2340,34.0344,-118.3501
120312603,2012-05-15,125,34.0082,-118.2959
120309702,2012-03-27,1020,34.0322,-118.3002
120310302,2012-03-23,1550,34.0165,-118.3045
120310836,2012-04-18,2350,34.0309,-118.3066
120311157,2012-04-22,1500,34.0342,-118.2816
120308768,2012-03-18,845,34.0283,-118.3089
120308971,2012-03-21,930,34.0306,-118.3519
120317598,2012-06-25,1600,34.0105,-118.3398
120314965,2012-06-18,905,34.0255,-118.3548
120309878,2012-04-04,1705,34.0,-118.3236
120312383,2012-05-09,2020,34.0073,-118.298
120309307,2012-03-25,2200,34.0327,-118.309
120309083,2012-03-23,1200,34.0037,-118.3181
120310108,2012-04-08,1050,34.0183,-118.3364
120309742,2012-04-02,1315,34.0146,-118.2872
120307694,2012-03-01,1450,34.0272,-118.3537
120308835,2012-03-19,1405,34.0109,-118.3089
120307770,2012-03-02,640,34.0001,-118.3171
120310649,2012-04-16,1300,34.0326,-118.3405
120315120,2012-06-20,1500,34.0109,-118.3089
120312381,2012-05-11,1015,34.0183,-118.3592
120313583,2012-05-29,1430,34.0263,-118.3686
120313257,2012-05-24,1600,34.0288,-118.3526
120308320,2012-03-10,1940,34.0001,-118.3181
120315443,2012-06-25,15,34.0255,-118.2882
120312461,2012-05-11,1300,34.0146,-118.3089
120310533,2012-04-14,700,34.0215,-118.3432
120313701,2012-05-27,2225,34.0038,-118.2816
120314823,2012-06-14,700,34.0215,-118.3452
120314189,2012-06-05,2330,34.0183,-118.3556
120308042,2012-03-03,1300,34.0121,-118.3002
120309582,2012-03-30,1950,34.0326,-118.3451
120308841,2012-03-19,840,34.0088,-118.327
120311676,2012-05-01,230,34.0109,-118.3002
120312216,2012-05-08,1030,34.0363,-118.309
120313417,2012-05-26,1715,34.0276,-118.3236
120312119,2012-05-07,800,34.0,-118.3258
120312090,2012-05-05,2055,34.0266,-118.277
120310474,2012-04-13,1215,33.9971,-118.3578
120309669,2012-03-21,640,34.0173,-118.3002
120313620,2012-05-29,2000,34.0153,-118.3575
120308812,2012-03-18,2345,34.0317,-118.284
120310597,2012-04-14,2140,34.0327,-118.309
120313235,2012-05-24,1215,34.0256,-118.3293
120314710,2012-06-12,2058,34.0322,-118.3002
120308618,2012-03-15,2255,34.0326,-118.3363
120309227,2012-03-26,1420,34.0197,-118.3275
120310881,2012-04-10,815,34.0309,-118.3089
120308001,2012-03-02,2245,34.0199,-118.3349
120313050,2012-05-21,1130,34.0228,-118.3089
120313129,2012-05-21,900,34.0138,-118.3465
120310273,2012-04-10,1755,34.0326,-118.3272
120309755,2012-04-02,1600,34.023,-118.2824
120308707,2012-03-16,1925,34.0085,-118.3351
120315181,2012-06-21,200,34.0272,-118.3684
120313852,2012-06-01,1930,34.0173,-118.3536
120309519,2012-03-29,1800,34.0085,-118.3351
120312287,2012-05-09,1815,34.0266,-118.277
120311174,2012-04-20,1740,34.0228,-118.3002
120311534,2012-04-28,1520,34.0037,-118.2871
120309026,2012-03-22,1315,34.0183,-118.3556
120314610,2012-06-12,1200,34.0183,-118.3132
120310995,2012-04-20,1420,34.0289,-118.3487
120311059,2012-04-21,1610,34.0074,-118.285
120312502,2012-05-12,1915,34.0001,-118.3193
120309027,2012-03-22,1445,34.0073,-118.2959
120310130,2012-04-08,1700,34.0184,-118.3002
120308442,2012-03-01,1930,34.0307,-118.3191
120311496,2012-04-27,2330,34.0297,-118.3177
120308071,2012-03-02,1800,34.0184,-118.3675
120312353,2012-05-10,2145,34.0151,-118.3472
120307995,2012-03-02,1630,34.0215,-118.3351
120314841,2012-06-16,1345,34.0256,-118.3089
120315566,2012-06-26,2210,34.0327,-118.3189
120314147,2012-06-04,1600,34.011,-118.3351
120310022,2012-04-06,1210,34.0268,-118.3721
120312888,2012-05-19,120,34.0037,-118.2871
120310173,2012-04-09,1215,34.0237,-118.3002
120311443,2012-04-15,2230,34.0327,-118.3015
120309690,2012-03-31,2300,34.0184,-118.2915
120312000,2012-05-05,1100,34.0291,-118.3089
120308214,2012-03-09,745,34.0182,-118.3351
120309202,2012-03-24,2340,34.0211,-118.3089
120314500,2012-06-10,1625,34.0326,-118.3239
120309988,2012-04-02,2020,34.0044,-118.3294
120309699,2012-03-24,2000,34.0256,-118.3205
120308015,2012-03-04,2100,34.0212,-118.2805
120307914,2012-03-04,2100,34.0226,-118.3351
120309664,2012-03-17,100,34.0084,-118.3275
120312742,2012-05-16,710,34.0165,-118.3002
120308931,2012-03-20,705,34.0064,-118.2872
120308103,2012-03-06,1850,34.0174,-118.3089
120309902,2012-04-04,2345,34.0295,-118.3327
120308780,2012-03-17,1955,34.015,-118.3416
120314397,2012-06-08,2130,34.0389,-118.309
120311395,2012-04-26,1355,34.007,-118.2872
120310209,2012-04-10,110,34.0037,-118.2827
120312536,2012-05-12,2325,34.0325,-118.3519
120310690,2012-04-16,2105,34.0256,-118.3351
120308158,2012-03-07,2000,34.0278,-118.3378
120310426,2012-04-12,1610,34.0352,-118.289
120314560,2012-06-11,2130,34.0327,-118.3078
120309291,2012-03-27,2330,34.0173,-118.3536
120315779,2012-06-18,1245,34.0037,-118.3294
120310568,2012-04-14,1600,34.0283,-118.3089
120311332,2012-04-23,1300,33.9951,-118.3203
120314017,2012-06-01,1545,34.0037,-118.3002
120308606,2012-03-15,740,34.0282,-118.372
120312892,2012-05-18,2050,34.0109,-118.3089
120314911,2012-06-17,1920,34.0,-118.3308
120310490,2012-04-12,1645,34.0325,-118.3698
120311743,2012-04-28,1905,34.0072,-118.3201
120312268,2012-05-09,730,34.0087,-118.3426
120310398,2012-04-12,745,33.9982,-118.3294
120308756,2012-03-04,715,34.0256,-118.3177
120312874,2012-05-16,1350,34.0327,-118.309
120310975,2012-04-20,430,34.0184,-118.2822
120313080,2012-05-21,10,34.0109,-118.2915
120315070,2012-06-19,430,34.015,-118.3416
120310650,2012-04-16,730,34.0325,-118.3613
120313174,2012-05-23,1400,34.0043,-118.3306
120309284,2012-03-27,1620,34.0055,-118.3089
120309744,2012-04-02,1305,34.0182,-118.2915
120308288,2012-03-10,1615,34.0088,-118.2827
120311497,2012-04-27,1945,34.0,-118.3308
120308769,2012-03-10,2005,34.0185,-118.3089
120313462,2012-05-25,1200,34.011,-118.3351
120311774,2012-04-29,615,34.0038,-118.2827
120315603,2012-06-27,730,34.0178,-118.2811
120310079,2012-04-07,1505,34.0073,-118.2894
120309427,2012-03-28,2300,34.0001,-118.3203
120310133,2012-04-08,1330,34.0183,-118.3089
120311206,2012-04-24,20,34.0184,-118.3002
120312891,2012-05-19,215,34.0256,-118.3405
120310987,2012-04-20,1050,34.0124,-118.3378
120312269,2012-05-03,2130,34.0255,-118.3548
120311075,2012-04-22,5,34.0285,-118.3478
120315519,2012-06-26,800,34.0327,-118.3113
120314781,2012-06-15,450,34.0273,-118.3002
120313535,2012-05-28,2135,34.0255,-118.3548
120309919,2012-04-05,1205,34.0167,-118.2811
120312192,2012-05-04,1700,34.0163,-118.3507
120308470,2012-03-12,1940,34.0146,-118.3193
120310479,2012-04-09,1840,34.0146,-118.3182
120301005,2012-06-07,1815,34.0328,-118.2785
120308524,2012-03-13,2205,34.0037,-118.3113
120315288,2012-06-22,1615,34.0347,-118.309
120311880,2012-05-02,1515,34.0325,-118.3708
120308900,2012-03-19,1315,34.0255,-118.3002
120311444,2012-04-21,1800,34.0283,-118.3492
120308656,2012-03-16,610,34.0235,-118.279
120314129,2012-06-05,805,34.014,-118.2816
120313123,2012-05-22,1720,34.0326,-118.3484
120307868,2012-03-03,715,34.0327,-118.3078
120300816,2012-03-24,330,34.0326,-118.3475
120310580,2012-04-14,2030,34.0327,-118.309
120309639,2012-03-31,2300,34.0146,-118.2872
120308705,2012-03-17,1110,34.0284,-118.2915
120308579,2012-03-14,2230,34.0246,-118.3002
120315357,2012-06-24,5,34.0217,-118.3723
120310484,2012-04-10,1810,34.0037,-118.298
120313815,2012-06-01,925,34.0234,-118.3723
120312451,2012-05-12,1335,34.0357,-118.2829
120308403,2012-03-12,630,34.0351,-118.2943
120309694,2012-03-24,400,34.0173,-118.3213
120312029,2012-05-05,1850,34.0148,-118.3222
120309104,2012-03-23,2130,34.0183,-118.3182
120308072,2012-03-06,1300,34.0327,-118.3177
120310541,2012-04-14,1005,34.0267,-118.3721
120314506,2012-06-10,1030,34.0183,-118.3556
120312503,2012-05-13,950,34.0168,-118.2915
120311262,2012-04-24,1845,34.0146,-118.3351
120309186,2012-03-24,2140,34.0023,-118.3311
120310790,2012-04-18,700,34.0322,-118.3002
120312928,2012-05-18,1830,34.0091,-118.3002
120309706,2012-03-30,1735,34.0256,-118.3189
120309806,2012-04-03,1600,34.023,-118.2824
120311559,2012-04-28,1315,34.0125,-118.3435
120309362,2012-03-28,1520,34.0182,-118.2915
120308836,2012-03-19,1515,34.0109,-118.3089
120311145,2012-04-23,1200,34.011,-118.3351
120307777,2012-03-01,1605,34.0146,-118.2872
120309951,2012-04-05,1530,34.0167,-118.2811
120308763,2012-03-09,2240,34.0055,-118.3458
120308298,2012-03-10,1945,34.0155,-118.3013
120311360,2012-04-25,1630,34.0155,-118.3002
120311870,2012-05-03,845,34.0216,-118.3296
120310097,2012-04-07,1520,34.0055,-118.29
120308819,2012-03-18,1930,34.0352,-118.284
120312655,2012-05-15,1350,34.0109,-118.2933
120313236,2012-05-24,1315,34.0256,-118.3177
120315105,2012-06-19,1900,34.0065,-118.2872
120308830,2012-03-19,820,34.0109,-118.3078
120310161,2012-04-07,1300,34.0277,-118.2747
120310812,2012-04-17,1410,34.0303,-118.2808
120310637,2012-04-14,2130,34.0282,-118.2749
120313557,2012-05-29,1030,34.0256,-118.3471
120309069,2012-03-22,2130,34.0055,-118.2872
120314813,2012-06-16,50,34.0112,-118.2827
120313696,2012-05-30,1030,34.011,-118.3351
120313324,2012-05-21,1830,34.0042,-118.3326
120312157,2012-05-07,2120,34.0339,-118.3078
120311011,2012-04-21,545,34.0018,-118.3307
120311576,2012-04-29,1350,34.0183,-118.3089
120308624,2012-03-15,2120,33.9971,-118.3578
120315478,2012-06-24,1730,34.0107,-118.3229
120314122,2012-06-05,720,34.0326,-118.3212
120309589,2012-03-31,1000,34.0112,-118.2827
120312956,2012-05-19,420,34.0183,-118.3556
120312943,2012-05-19,1900,34.0146,-118.3351
120311449,2012-04-24,550,34.0037,-118.3181
120307806,2012-03-03,1920,34.0283,-118.3089
120308871,2012-03-04,1200,34.016,-118.3351
120309859,2012-04-04,1010,34.0146,-118.3338
120313643,2012-05-30,1400,34.023,-118.2824
120313389,2012-05-25,2315,34.0182,-118.334
120314246,2012-06-06,1615,34.0108,-118.3182
120312060,2012-05-06,1610,34.011,-118.3351
120307679,2012-03-01,825,34.0219,-118.3029
120310623,2012-04-15,2040,34.0279,-118.3644
120309679,2012-04-01,1455,34.007,-118.2827
120312423,2012-05-11,2100,34.0184,-118.3002
120313870,2012-06-01,1900,34.0037,-118.3067
120313196,2012-05-23,1730,34.0085,-118.3351
120314470,2012-06-10,910,34.0327,-118.3002
120308327,2012-03-11,1820,34.0238,-118.3669
120313227,2012-05-23,2240,34.0326,-118.335
120310355,2012-04-11,2045,34.0,-118.3294
120315140,2012-06-20,1835,34.0046,-118.3089
120314712,2012-06-12,1800,34.0047,-118.3369
120309092,2012-03-21,415,34.0355,-118.2786
120313584,2012-05-29,1810,34.0183,-118.3556
120308796,2012-03-18,1815,34.0203,-118.3089
120312463,2012-05-10,30,34.0291,-118.3089
120308502,2012-03-13,1715,34.0255,-118.3548
120311334,2012-04-25,1525,34.0215,-118.3351
120308067,2012-03-05,1920,34.0183,-118.3536
120313228,2012-05-24,2140,34.0046,-118.2872
120313859,2012-06-01,2115,34.0182,-118.3045
120314625,2012-06-12,1330,34.0074,-118.3214
120307996,2012-03-02,1630,34.0109,-118.3034
120311574,2012-04-29,920,34.007,-118.2872
120310031,2012-04-06,1130,34.0183,-118.33
120315397,2012-06-24,1400,34.0256,-118.3363
120308938,2012-03-20,1200,34.0258,-118.2775
120312136,2012-05-07,1900,34.0277,-118.3305
120310873,2012-04-18,1010,34.0109,-118.2915
120312462,2012-05-11,1640,34.0256,-118.3236
120311158,2012-04-23,1600,34.0381,-118.4815
120314825,2012-06-16,1015,34.0328,-118.2915
120307936,2012-03-04,645,34.0109,-118.3002
120313737,2012-05-31,1252,34.0085,-118.3351
120308066,2012-03-04,230,34.0328,-118.2915
120310109,2012-04-08,840,34.0255,-118.3548
120309989,2012-03-25,1740,34.0327,-118.3015
120313431,2012-05-26,2200,34.0146,-118.3089
120310997,2012-04-20,1610,34.0037,-118.3225
120309885,2012-04-04,2120,34.0211,-118.3089
120315367,2012-06-22,1750,34.0267,-118.3721
120308189,2012-03-08,1730,34.0256,-118.3224
120314218,2012-06-06,820,34.0155,-118.3089
120312058,2012-05-06,1425,34.0037,-118.3089
120312927,2012-05-18,1600,34.008,-118.3363
120310488,2012-04-11,720,34.0295,-118.3351
120308616,2012-03-15,2015,34.0325,-118.3519
120312657,2012-05-14,819,34.0037,-118.3002
120314318,2012-06-08,920,34.0146,-118.3089
120310849,2012-04-18,1435,34.0276,-118.3351
120308760,2012-03-07,1835,34.0326,-118.3328
120310301,2012-04-06,2,34.0317,-118.363
120307784,2012-03-02,815,34.0106,-118.2827
120315267,2012-06-22,1205,34.0344,-118.3236
120309204,2012-03-25,1910,34.0074,-118.285
120313181,2012-05-16,1130,34.0326,-118.3441
120310175,2012-04-09,1115,34.0217,-118.3711
120312391,2012-05-11,1320,34.0037,-118.3193
120315613,2012-06-27,1615,34.0023,-118.3311
120312960,2012-05-19,2115,34.0038,-118.2827
120311164,2012-04-23,1830,34.0294,-118.3439
120314968,2012-06-18,1535,34.0267,-118.3721
120313949,2012-06-03,200,34.036,-118.2916
120309881,2012-04-04,1745,34.0272,-118.3537
120309299,2012-03-27,1955,34.0165,-118.3002
120312225,2012-05-08,1530,34.0,-118.3308
120313808,2012-06-01,745,34.0183,-118.3432
120314401,2012-06-09,230,34.0256,-118.3236
120307859,2012-03-03,1345,34.01,-118.29
120313558,2012-05-29,1125,34.0327,-118.3177
120308773,2012-03-15,1745,34.0119,-118.3111
120310671,2012-04-16,1800,34.0038,-118.2827
120309695,2012-04-01,1400,34.02,-118.2915
120314961,2012-06-17,2115,34.0184,-118.2822
120310689,2012-04-16,2210,34.0043,-118.3306
120314533,2012-06-09,1200,34.0268,-118.2753
120310237,2012-04-08,1740,34.0009,-118.359
120309101,2012-03-24,2350,34.024,-118.3363
120311758,2012-05-02,2320,34.0277,-118.3305
120310583,2012-04-13,2130,34.0287,-118.2937
